pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_dens,st_rad,st_mass,st_lum,pl_class
K2-374 c,16.43445,0.11390627,0.197,0.0174,2.8,0.91,0.73,-0.059,Neptune-like
K2-375 b,14.453895,0.120595,0.2,0.0178,2.76,1.54,1.12,0.396,Neptune-like
K2-376 b,5.776475,0.061055,0.155,0.0115,3.84,1.15,0.91,0.189,Super Earth
K2-377 b,12.832235,0.1004,0.151,0.011,3.97,0.69,0.82,-0.818,Super Earth
K2-378 b,2.060438,0.03082044,0.257,0.0272,1.99,0.73,0.92,-0.567,Neptune-like
K2-379 b,8.777247,0.07919,0.195,0.017,2.86,0.75,0.86,-0.633,Neptune-like
K2-38 b,4.01593,0.0503,0.148,0.02423,9.3,1.14,1.05,0.037,Super Earth
K2-38 c,10.56103,0.0959,0.222,0.02328,2.63,1.14,1.05,0.037,Neptune-like
K2-380 b,9.401312,0.086884,0.243,0.0248,2.13,1.32,0.99,0.202,Neptune-like
K2-381 b,7.9389334,0.0707617,0.096,0.00396,5.57,0.68,0.75,-0.739,Super Earth
K2-381 c,16.034656,0.113065,0.178,0.0147,3.2,0.68,0.75,-0.739,Super Earth
K2-381 d,26.803023,0.15925,0.151,0.011,3.99,0.68,0.75,-0.739,Super Earth
K2-382 b,21.700156,0.148083,0.185,0.0156,3.06,0.81,0.92,-0.28,Super Earth
K2-383 b,1.865962,0.030244,0.14,0.00965,4.41,0.8,1.06,-0.397,Super Earth
K2-384 b,2.231527,0.02309,0.096,0.00398,5.56,0.35,0.33,-1.87,Super Earth
K2-384 c,4.194766,0.0351759,0.106,0.00572,5.92,0.35,0.33,-1.87,Super Earth
K2-384 d,6.679582,0.047966,0.124,0.00792,5.13,0.35,0.33,-1.87,Super Earth
K2-384 e,9.715043,0.06157499,0.12,0.00747,5.35,0.35,0.33,-1.87,Super Earth
K2-384 f,13.62749,0.0771587,0.198,0.0175,2.79,0.35,0.33,-1.87,Neptune-like
K2-385 b,2.380867,0.0340607,0.137,0.00939,4.49,0.76,0.93,-0.519,Super Earth
K2-386 b,7.473223,0.072491822,0.207,0.0189,2.64,0.97,0.91,-0.019,Neptune-like
K2-387 b,28.735327,0.1522318,0.653,0.133,0.591,0.59,0.57,-1.239,Gas Giant
K2-388 b,6.339069,0.063247,0.327,0.0409,1.46,0.9,0.84,-0.212,Neptune-like
K2-389 b,8.584043,0.076166,0.195,0.017,2.85,1.08,0.8,0.106,Neptune-like
K2-389 c,20.851337,0.1376329,0.182,0.0152,3.12,1.08,0.8,0.106,Super Earth
K2-39 b,4.60543,0.05708,0.56,0.09,0.5,2.97,0.66,0.674,Neptune-like
K2-390 b,3.312792,0.0402,0.416,0.0617,1.06,0.97,0.79,-0.099,Neptune-like
K2-391 b,4.622654,0.04956046,0.122,0.00772,5.22,0.57,0.76,0.391,Super Earth
K2-392 b,15.398723,0.1142929,0.165,0.0128,3.54,1.06,0.84,0.048,Super Earth
K2-393 b,10.413181,0.08943065,0.21,0.0193,2.59,1.07,0.88,0.043,Neptune-like
K2-394 b,5.095717,0.0453754,0.151,0.011,3.98,0.63,0.48,-0.858,Super Earth
K2-395 b,4.803352,0.05476974,0.232,0.0228,2.28,0.78,0.95,-0.413,Neptune-like
K2-395 c,8.491282,0.0800743,0.303,0.036,1.6,0.78,0.95,-0.413,Neptune-like
K2-396 b,0.673862,0.014787398,0.141,0.00981,4.35,0.92,0.95,-0.23,Super Earth
K2-396 c,25.76051,0.1678,0.279,0.0312,1.79,0.92,0.95,-0.23,Neptune-like
K2-397 b,3.572326,0.0448001,0.216,0.0202,2.5,0.97,0.94,-0.145,Neptune-like
K2-398 b,6.393025,0.0662697,0.203,0.0182,2.71,1.24,0.95,0.26,Neptune-like
K2-398 c,18.787839,0.1359655,0.455,0.0718,0.946,1.24,0.95,0.26,Neptune-like
K2-399 b,0.759978,0.01500267,0.54,0.0959,0.757,1.54,0.78,0.415,Neptune-like
K2-4 b,10.003417,0.078,0.187,0.0159,3,0.57,0.64,-0.915,Neptune-like
K2-400 b,3.865053,0.001491,0.104,0.00525,5.83,0.38,0.37,-1.748,Super Earth
K2-401 b,6.293099,0.063682,0.202,0.0181,2.73,0.68,0.87,-0.835,Neptune-like
K2-402 b,17.27474,0.1281111,0.239,0.0241,2.19,1.28,0.94,0.209,Neptune-like
K2-403 b,33.589979,0.187546,0.476,0.0775,0.891,0.89,0.78,-0.171,Neptune-like
K2-404 b,13.115365,0.089175,0.226,0.0218,2.35,0.55,0.55,-1.239,Neptune-like
K2-405 b,3.435471,0.044999,0.408,0.0596,1.09,0.77,1.03,-0.488,Neptune-like
K2-406 b,22.549406,0.145007,0.411,0.0603,1.08,0.96,0.8,-0.06,Neptune-like
K2-407 b,4.941907,0.054411,0.114,0.0069,5.7,0.93,0.88,-0.127,Super Earth
K2-407 c,9.22453,0.082488,0.121,0.00761,5.29,0.93,0.88,-0.127,Super Earth
K2-408 b,20.978959,0.138767,0.15,0.0109,4.02,0.78,0.81,-0.33,Super Earth
K2-409 b,1.908084,0.028959,0.221,0.0211,2.42,1.23,0.89,0.172,Neptune-like
K2-411 b,3.2141,0.0511,0.088,0.00295,5.31,1.38,1.02,0.258,Terrestrial
K2-412 b,5.9382,0.0586,0.189,0.0161,2.98,0.98,0.89,-0.071,Neptune-like
K2-413 b,0.8094,0.0117,0.068,0.00114,4.55,0.7,0.81,-0.833,Terrestrial
K2-413 c,5.3301,0.0426,0.11,0.00644,6.01,0.7,0.81,-0.833,Super Earth
K2-414 b,4.3696,0.0487,0.109,0.00622,6.01,0.73,0.81,-0.705,Super Earth
K2-414 c,6.669,0.0552,0.172,0.0138,3.35,0.73,0.81,-0.705,Super Earth
K2-415 b,4.0179694,0.027,0.091,0.0236,38.96,0.2,0.16,-2.455,Super Earth
K2-416 b,13.102,0.088,0.237,5.2,484,0.55,0.55,-1.27,Gas Giant
K2-417 b,6.535,0.063,0.295,2.2,106.28,0.58,0.57,-1.202,Neptune-like
K2-42 b,6.68796,0.0617,0.192,0.0166,2.91,0.64,0.7,-0.703,Neptune-like
K2-43 b,3.471149,0.03784,0.402,0.0583,1.11,0.54,0.57,-1.212,Neptune-like
K2-43 c,2.198884,0.02743,0.216,0.0203,2.5,0.54,0.57,-1.212,Neptune-like
K2-44 b,5.657,0.06,0.217,0.0204,2.48,1.58,1.15,0.43,Neptune-like
K2-45 b,1.7292684,0.0224,0.599,0.114,0.662,0.45,0.5,-0.74,Neptune-like
K2-46 b,19.1541,0.13821,0.183,0.0153,3.1,1.29,0.96,0.413,Super Earth
K2-47 b,31.6372,0.1779,0.169,0.0133,3.44,0.76,0.75,-0.482,Super Earth
K2-48 b,20.5065,0.1344,0.2,0.0178,2.76,0.73,0.77,-0.657,Neptune-like
K2-49 b,2.77065,0.0309,0.172,0.0138,3.35,0.45,0.51,-0.774,Super Earth
K2-5 b,5.73594,0.0532,0.17,0.0136,3.4,0.57,0.61,-1.083,Super Earth
K2-5 c,10.93241,0.0818,0.202,0.018,2.73,0.57,0.61,-1.083,Neptune-like
K2-50 b,8.7529,0.0705,0.142,0.00993,4.31,0.55,0.61,-0.874,Super Earth
K2-52 b,3.535055,0.054,1.606,144,43.1,2.19,1.69,0.027,Gas Giant
K2-53 b,12.20772,0.098,0.232,0.0229,2.27,0.81,0.85,-0.579,Neptune-like
K2-54 b,9.7843,0.0671,0.103,0.00505,5.78,0.38,0.42,-1.011,Super Earth
K2-55 b,2.849258,0.03486,0.341,0.044,1.38,0.63,0.7,-0.784,Neptune-like
K2-57 b,9.0063,0.0746,0.187,0.0159,3,0.62,0.68,-0.83,Neptune-like
K2-58 b,7.05254,0.0692,0.239,0.0241,2.18,0.86,0.89,-0.398,Neptune-like
K2-58 c,2.53726,0.035,0.145,0.0102,4.21,0.86,0.89,-0.412,Super Earth
K2-58 d,22.8827,0.1517,0.153,0.0112,3.92,0.86,0.89,-0.412,Super Earth
K2-59 b,20.6921,0.1354,0.215,0.0201,2.51,0.73,0.77,-0.66,Neptune-like
K2-59 c,11.2954,0.0905,0.205,0.0186,2.66,0.73,0.77,-0.66,Neptune-like
K2-6 b,30.94191,0.1898,0.223,0.0214,2.39,0.96,0.97,-0.12,Neptune-like
K2-60 b,3.00265,0.045,0.683,0.426,1.7,1.12,0.97,0.282,Gas Giant
K2-61 b,2.57302,0.0392,0.221,0.0211,2.42,1.36,1.21,-0.015,Neptune-like
K2-62 b,6.67202,0.0636,0.191,0.0164,2.93,0.73,0.77,-0.727,Neptune-like
K2-62 c,16.1966,0.1148,0.191,0.0164,2.93,0.73,0.77,-0.781,Neptune-like
K2-63 b,20.257,0.1627,0.287,0.0329,1.73,1.63,1.4,0.219,Neptune-like
K2-63 c,25.4556,0.189,0.348,0.0455,1.34,1.63,1.4,0.219,Neptune-like
K2-64 b,6.53044,0.0619,0.185,0.0155,3.06,0.73,0.74,-0.234,Super Earth
K2-65 b,12.6475,0.1014,0.141,0.00982,4.35,0.84,0.87,-0.328,Super Earth
K2-66 b,5.06963,0.05983,0.222,0.06702,7.8,1.67,1.11,0.506,Super Earth
K2-68 b,8.05428,0.0708,0.141,0.00982,4.35,0.68,0.73,-0.673,Super Earth
K2-69 b,7.06599,0.0591,0.207,0.0189,2.64,0.49,0.55,-1.356,Neptune-like
K2-7 b,28.67992,0.1814,0.238,0.0239,2.2,0.96,0.97,0.405,Neptune-like
K2-70 b,13.97896,0.1112,0.258,0.0274,1.98,0.93,0.94,-0.429,Neptune-like
K2-71 b,6.98541,0.0559,0.192,0.0166,2.91,0.43,0.48,-1.519,Neptune-like
K2-72 b,5.577212,0.04,0.096,0.00403,5.58,0.33,0.27,-1.837,Super Earth
K2-72 c,15.189034,0.078,0.103,0.00521,5.81,0.33,0.27,-1.837,Super Earth
K2-72 d,7.760178,0.05,0.09,0.00317,5.39,0.33,0.27,-1.837,Super Earth
K2-72 e,24.158868,0.106,0.115,0.00696,5.66,0.33,0.27,-1.837,Super Earth
K2-73 b,7.49543,0.07619,0.219,0.0207,2.45,1.06,1.05,0.076,Neptune-like
K2-74 b,19.5666,0.1402,0.206,0.0187,2.65,0.98,0.96,0.06,Neptune-like
K2-75 b,7.8142,0.081,0.238,0.0239,2.2,1.56,1.16,0.349,Neptune-like
K2-75 c,18.311,0.1429,0.247,0.0255,2.09,1.56,1.16,0.349,Neptune-like
K2-77 b,8.199796,0.076,0.205,1.9,273.26,0.76,0.8,-0.5,Neptune-like
K2-79 b,10.9947,0.0988,0.365,0.02895,0.73,1.27,1.07,0.018,Neptune-like
K2-8 b,10.35239,0.0856,0.319,0.0394,1.5,0.74,0.78,-0.553,Neptune-like
K2-8 c,5.06416,0.0532,0.215,0.0201,2.51,0.74,0.78,-0.583,Neptune-like
K2-80 b,19.0918,0.135,0.179,0.0148,3.18,0.87,0.9,-0.432,Super Earth
K2-80 c,5.605,0.0596,0.131,0.00869,4.77,0.87,0.9,-0.432,Super Earth
K2-80 d,28.867253,0.178465,0.228,0.0222,2.33,0.84,0.91,-0.432,Neptune-like
K2-81 b,6.102325,0.059,0.176,0.0143,3.26,0.63,0.75,-0.569,Super Earth
K2-83 b,2.74697,0.03014,0.111,0.00654,5.94,0.42,0.48,-1.204,Super Earth
K2-83 c,9.99767,0.07131,0.132,0.00882,4.72,0.42,0.48,-1.204,Super Earth
K2-84 b,6.4215,0.0665,0.215,0.0201,2.51,0.93,0.95,-0.423,Neptune-like
K2-84 c,27.86,0.1768,0.181,0.015,3.14,0.93,0.95,-0.423,Super Earth
K2-85 b,0.684559,0.013,0.107,0.00588,5.95,0.68,0.68,-0.812,Super Earth
K2-86 b,8.77683,0.077,0.175,0.0142,3.28,0.76,0.79,-0.386,Super Earth
K2-87 b,9.726618,0.094,0.678,0.141,0.562,1.4,1.16,-0.098,Gas Giant
K2-88 b,4.6122,0.0345,0.11,0.00642,6.02,0.26,0.26,-1.545,Super Earth
K2-89 b,1.096026,0.01462,0.055,0.00053,4.02,0.32,0.35,-1.327,Terrestrial
K2-9 b,18.4498,0.091,0.201,0.0179,2.74,0.31,0.3,-1.921,Neptune-like
K2-90 b,13.733314,0.096,0.232,0.0229,2.27,0.62,0.63,-0.953,Neptune-like
K2-90 c,2.900706,0.035,0.116,0.00705,5.6,0.63,0.7,-0.968,Super Earth
K2-91 b,1.419549,0.0164,0.098,0.0043,5.66,0.28,0.29,-1.841,Super Earth
K2-95 b,10.1346454,0.0525,0.295,0.0345,1.67,0.4,0.41,-1.635,Neptune-like
K2-97 b,8.406726,0.086,0.947,0.48,0.702,4.47,1.2,0.919,Gas Giant
K2-98 b,10.136448,0.0974,0.464,0.10131,2.15,1.57,1.2,0.504,Neptune-like
K2-99 b,18.251985,0.1597,1.046,0.97,1.05,2.63,1.63,0.961,Gas Giant
KELT-1 b,1.217514,0.02466,1.11,27.23,24.7,1.46,1.32,0.542,Gas Giant
KELT-10 b,4.1662739,0.0525,1.399,0.679,0.308,1.21,1.11,0.217,Gas Giant
KELT-11 b,4.7361,0.06229,1.35,0.171,0.093,2.69,1.44,0.744,Gas Giant
KELT-12 b,5.031623,0.06708,1.78,0.95,0.209,2.37,1.59,0.892,Gas Giant
KELT-14 b,1.7100566,0.03005,1.743,1.284,0.322,1.52,1.24,0.279,Gas Giant
KELT-15 b,3.32944,0.04613,1.74,1.31,0.36,1.78,2.06,0.412,Gas Giant
KELT-16 b,0.9689951,0.02044,1.415,2.75,1.2,1.36,1.21,0.401,Gas Giant
KELT-17 b,3.0801716,0.04881,1.525,1.31,0.46,1.65,1.64,0.876,Gas Giant
KELT-18 b,2.8717518,0.0455,1.57,1.18,0.377,1.91,1.52,0.813,Gas Giant
KELT-19 A b,4.6117093,0.0637,1.91,4.07,0.744,1.83,1.62,0.978,Gas Giant
KELT-2 A b,4.11379,0.05497,1.35,1.7,0.91,1.93,1.54,0.689,Gas Giant
KELT-20 b,3.4741085,0.0542,1.741,3.382,0.806,1.57,1.76,1.104,Gas Giant
KELT-21 b,3.6127647,0.05224,1.586,3.91,1.24,1.64,1.46,0.905,Gas Giant
KELT-23 A b,2.255251,0.03302,1.323,0.938,0.503,1,0.94,0.034,Gas Giant
KELT-24 b,5.5514926,0.06969,1.272,5.18,3.13,1.51,1.46,0.565,Gas Giant
KELT-3 b,2.70339,0.04123,1.56,1.94,0.75,1.7,1.96,0.625,Gas Giant
KELT-4 A b,2.9895932,0.04317,1.699,0.902,0.228,1.6,1.2,0.535,Gas Giant
KELT-6 b,7.8457,0.07939,1.3,0.52,0.311,1.73,1.42,0.493,Gas Giant
KELT-6 c,1276,2.39,1.16,3.71,2.95,1.53,1.13,0.555,Gas Giant
KELT-7 b,2.73477,0.04415,1.6,1.39,0.442,1.81,1.76,0.758,Gas Giant
KELT-8 b,3.24406,0.0455,1.62,0.66,0.167,1.46,0.81,0.265,Gas Giant
KELT-9 b,1.4811235,0.03462,1.891,2.88,0.53,2.36,2.52,1.724,Gas Giant
KIC 10001893 b,0.2197,0.00554,,,,0.18,0.47,1.431,
KIC 10001893 c,0.32528,0.007196,,,,0.18,0.47,1.431,
KIC 10001893 d,0.81161,0.01323,,,,0.18,0.47,1.431,
KIC 10068024 b,2.073549,0.0340042,1.19,2,1.45,1.57,1.22,0.496,Gas Giant
KIC 10525077 b,854.083,1.76757,0.491,0.0816,0.855,1.01,1.01,0.129,Neptune-like
KIC 3526061 b,3552,5.14,1.08,18.15,17.9,5.86,1.42,1.215,Gas Giant
KIC 3558849 b,1322.3,2.341883,0.616,0.12,0.637,1.01,0.98,0.405,Neptune-like
KIC 5095269 b,237.68977,0.8,1.13,7.693,6.72,1.17,1.21,0.668,Gas Giant
KIC 5437945 b,440.7813,1.1455,0.571,0.106,0.704,1.24,1.07,0.641,Neptune-like
KIC 5479689 b,1.701531,0.02761,1.27,0.5,0.305,0.89,0.97,-0.201,Gas Giant
KIC 5951458 b,1320.1,2.339285,0.589,0.111,0.677,1.52,0.98,0.556,Neptune-like
KIC 7917485 b,840,2.050463,1.1,11.8,10.8,2.01,1.63,0.996,Gas Giant
KIC 8121913 b,3.294601,0.049157,1.19,2.1,1.52,2.23,1.46,0.74,Gas Giant
KIC 8540376 b,31.8099,0.199062,0.366,0.0496,1.26,1.26,1.04,0.265,Neptune-like
KIC 8540376 c,75.2,0.353258,0.214,0.02,2.52,1.26,1.04,0.265,Neptune-like
KIC 9663113 b,572.3847,1.4062,0.41,0.0603,1.08,1.03,0.98,0.792,Neptune-like
KMT-2016-BLG-0212L b,1716.675,2.2,1.08,18,17.2,,0.48,,Gas Giant
KMT-2016-BLG-1105L b,2191.5,2.44,0.118,0.0073,5.42,,0.41,,Super Earth
KMT-2016-BLG-1107L b,243.5,0.342,1.17,3.283,2.55,,0.09,,Gas Giant
KMT-2016-BLG-1397L b,6282.3,5.1,1.13,7,5.9,,0.45,,Gas Giant
KMT-2016-BLG-1820L b,2045.4,1.08,1.15,4.57,3.71,,0.04,,Gas Giant
KMT-2016-BLG-1836L b,3433.35,3.5,1.19,2.2,1.63,,0.49,,Gas Giant
KMT-2016-BLG-2142L b,1059.22,0.83,1.09,15.49,14.9,,0.07,,Gas Giant
KMT-2016-BLG-2364L b,2191.5,2.63,1.16,3.93,3.13,,0.5,,Gas Giant
KMT-2016-BLG-2397L b,3177.68,3.64,1.18,2.63,2,,0.64,,Gas Giant
KMT-2016-BLG-2605L b,840.075,0.681,1.25,0.771,0.491,,0.06,,Gas Giant
KMT-2017-BLG-0165L b,2702.85,3.45,0.575,0.11,0.696,,0.76,,Neptune-like
KMT-2017-BLG-0428L b,1534.05,1.81,0.199,0.01759,2.77,,0.34,,Neptune-like
KMT-2017-BLG-0673L b,1643.63,2.34,1.16,3.67,2.92,,0.63,,Gas Giant
KMT-2017-BLG-1003L b,1059.22,1.38,0.19,0.01633,2.95,,0.32,,Neptune-like
KMT-2017-BLG-1038L b,1461,1.8,1.19,2,1.46,,0.37,,Gas Giant
KMT-2017-BLG-1146L b,1278.38,1.6,1.25,0.71,0.461,,0.33,,Gas Giant
KMT-2017-BLG-1194L b,1351.42,1.78,0.152,0.01114,3.96,,0.41,,Super Earth
KMT-2017-BLG-2509L b,1680.15,2.14,1.19,2.09,1.52,,0.46,,Gas Giant
KMT-2018-BLG-0029L b,3031.58,4.27,0.238,0.0239,2.19,,1.14,,Neptune-like
KMT-2018-BLG-0030L b,4711.725,4.39,1.21,1.45,1.01,,0.51,,Gas Giant
KMT-2018-BLG-0087L b,949.65,0.87,0.903,0.23,0.39,,0.1,,Gas Giant
KMT-2018-BLG-0247L b,2629.8,2.46,1.19,2.11,1.53,,0.29,,Gas Giant
KMT-2018-BLG-0748L b,584.4,0.62,0.804,0.19,0.451,,0.09,,Gas Giant
KMT-2018-BLG-1025L b,1168.8,1.305,0.208,0.01906,2.6,,0.22,,Neptune-like
KMT-2018-BLG-1292L b,5186.55,6.03,1.15,4.42,3.58,,1.09,,Gas Giant
KMT-2018-BLG-1743L b,1461,1.449,0.937,0.245,0.37,,0.19,,Gas Giant
KMT-2018-BLG-1976L b,3031.58,3.54,1.19,2.22,1.65,,0.65,,Gas Giant
KMT-2018-BLG-1988L b,2885.47,3.09,0.198,0.01749,2.79,,0.47,,Neptune-like
