pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
HD 43691 b,HD 43691,3,1,36.9987,0.238,13.2,1.18,810.4665,2.55,Msini,1.94,0.0796,,,,,,G0,6093,1.6,1.32,0.33,0.5,4.28,2.39,0.30873,85.6009,8.03,6.7,7.8972,Gas Giant
HD 44219 b,HD 44219,1,1,472.3,1.19,14.1,1.26,184.33,0.58,Msini,0.361,0.61,,,,,,G2 V,5752,1.32,1,0.03,0.26,4.21,,0.50056,52.9051,7.69,6.115,7.52973,Gas Giant
HD 45184 b,HD 45184,1,2,5.8854,0.0644,3.52,0.314,12.19,0.0384,Msini,1.54,0.07,,,,,,G1.5 V,5869,1.08,1.03,0.04,0.053,4.47,6.8,1.28221,21.9532,6.383,4.871,6.21037,Neptune-like
HD 45184 c,HD 45184,1,2,13.1354,0.11,2.91,0.26,8.81,0.0277,Msini,1.96,0.07,,,,,,G1.5 V,5869,1.08,1.03,0.04,0.053,4.47,6.8,1.28221,21.9532,6.383,4.871,6.21037,Neptune-like
HD 45350 b,HD 45350,1,1,963.6,1.92,13.5,1.2,568.89,1.79,Msini,1.27,0.778,,,,,,G5 V,5566,1.26,0.98,0.23,0.141,4.23,8,0.68347,46.8733,7.89,6.224,7.7,Gas Giant
HD 45364 b,HD 45364,1,2,225.79,0.6793,9.03,0.805,60.16492,0.1893,Msini,0.449,0.067,,,,,,K0 V,5466,0.89,0.82,-0.17,-0.196,4.38,,1.83641,34.354,8.08,6.316,7.88016,Gas Giant
HD 45364 c,HD 45364,1,2,345.43,0.902,14.2,1.26,174.4878,0.549,Msini,0.335,0.019,,,,,,K0 V,5466,0.89,0.82,-0.17,-0.196,4.38,,1.83641,34.354,8.08,6.316,7.88016,Gas Giant
HD 45652 b,HD 45652,1,1,44.073,0.237,14.3,1.28,137.62039,0.433,Msini,0.259,0.607,,,,,,G8/K0,5294,0.94,0.92,0.26,-0.2,4.2,8.4,1.46107,34.8541,8.1,6.263,7.9118,Gas Giant
HD 457 b,HD 457,1,1,20324.58153,15.369,11.9,1.07,8445.33643,26.572,Mass,27.5,0.565,,,62.585,,,,6114.04,1.28,1.15,0.34,0.316,4.28,,0.7696,55.0375,7.72,6.338,7.57794,Gas Giant
HD 46375 b,HD 46375,2,1,3.023573,0.0398,10,0.894,71.8,0.226,Msini,0.395,0.063,,,,,,K1 IV-V,5285,0.91,0.92,0.24,-0.245,4.53,9,1.64032,29.5529,7.91,6,7.69533,Gas Giant
HD 47186 b,HD 47186,1,2,4.0845,0.05,5.02,0.448,22.2481,0.07,Msini,0.966,0.04,,,,,,G6 V,5657,1.08,0.96,0.24,0.043,4.36,6.5,1.05709,37.4574,7.63,6.005,7.44897,Neptune-like
HD 47186 c,HD 47186,1,2,1353.6,2.395,13,1.16,111.42,0.35061,Msini,0.279,0.249,,,,,,G6 V,5657,1.08,0.96,0.23,0.043,4.36,6.5,1.05709,37.4574,7.63,6.005,7.44897,Gas Giant
HD 4732 b,HD 4732,2,2,360.2,1.19,13.3,1.19,753.23,2.37,Msini,1.76,0.13,,,,,,K0 IV,4959,5.4,1.74,0.01,1.19,3.16,1.47,,54.7841,5.9,3.691,5.6509,Gas Giant
HD 4732 c,HD 4732,2,2,2732,4.6,13.3,1.19,753.23,2.37,Msini,1.76,0.23,,,,,,K0 IV,4959,5.4,1.74,0.01,1.19,3.16,1.47,,54.7841,5.9,3.691,5.6509,Gas Giant
HD 47366 b,HD 47366,1,2,359.15,1.28,13.3,1.19,731.009,2.3,Msini,1.71,0.06,,,,,,K1 III,4914,6.2,2.19,-0.07,1.389,3.1,0.94,,84.3552,6.11151,4.055,5.83869,Gas Giant
HD 47366 c,HD 47366,1,2,682.85,1.97,13.4,1.2,597.5204,1.88,Msini,1.36,0.1,,,,,,K1 III,4914,6.2,2.19,-0.07,1.389,3.1,0.94,,84.3552,6.11151,4.055,5.83869,Gas Giant
HD 47536 b,HD 47536,1,1,712.13,1.93,12.6,1.13,2330,7.32,Msini,6.4,0.2,,,,,,K1 III,4380,23.47,2.1,-0.65,2.248,2.13,10.15,,122.536,5.25,2.383,4.88004,Gas Giant
HD 4760 b,HD 4760,1,1,434,1.14,12.3,1.1,4417.837,13.9,Msini,13,0.23,,,,,,K2,4076,42.4,1.05,-0.91,2.93,1.62,,,537.873,7.51,3.993,6.98504,Gas Giant
HD 48265 b,HD 48265,1,1,778.51,1.814,13.5,1.21,484.69075,1.525,Msini,1.08,0.211,,,,,,G5 IV/V,5733,1.9,1.31,0.3,0.584,3.97,4.201,0.16653,90.5446,8.05,6.449,7.87925,Gas Giant
HD 4917 b,HD 4917,1,1,400.5,1.167,13.5,1.21,513.29545,1.615,Msini,1.15,0.066,,,,,,K0 III/IV,4802,5.01,1.32,0.18,1.456,2.97,,,204.277,8.03,5.61,7.74877,Gas Giant
HD 49674 b,HD 49674,1,1,4.94737,0.06,6.2,0.553,31.783,0.1,Msini,0.733,0.09,,,,,,G5 V,5602,1.02,1.03,0.32,-0.022,4.44,3.62,1.23163,43.0399,8.1,6.432,7.91841,Neptune-like
HD 50499 b,HD 50499,1,2,2447.1,3.833,13.5,1.2,519.96988,1.636,Msini,1.16,0.266,,,,,,G1 V,6102,1.35,1.25,0.26,0.376,4.25,2.391,0.50998,46.2845,7.21,5.836,7.0564,Gas Giant
HD 50499 c,HD 50499,1,2,8619.9,9.02,13.2,1.17,931.2419,2.93,Msini,2.22,0,,,,,,G1 V,6099,1.42,1.31,0.38,0.376,4.42,2.4,0.50998,46.2845,7.21,5.836,7.0564,Gas Giant
HD 50554 b,HD 50554,1,1,1293,2.353,12.8,1.14,1859.29618,5.85,Mass,4.87,0.501,,,61,,,F8 V,5987,1.02,1.04,-0.04,0.143,4.33,2.16,1.08476,31.1664,6.8561,5.467,6.69786,Gas Giant
HD 51608 b,HD 51608,1,2,14.0726,0.1059,3.62,0.323,12.77,0.0402,Msini,1.48,0.09,,,,,,G7 V,5358,0.92,0.8,-0.07,-0.244,4.36,,1.69811,35.0553,8.17,6.328,7.96058,Neptune-like
HD 51608 c,HD 51608,1,2,95.9446,0.3809,3.87,0.346,14.31,0.045,Msini,1.36,0.14,,,,,,G7 V,5358,0.92,0.8,-0.07,-0.244,4.36,,1.69811,35.0553,8.17,6.328,7.96058,Neptune-like
HD 52265 b,HD 52265,1,1,119.27,0.52,13.7,1.22,384.5743,1.21,Msini,0.822,0.27,,405,,,,G0V,6136,1.32,1.2,0.21,0.297,4.36,3.5,0.57144,29.9803,6.29351,4.953,6.15257,Gas Giant
HD 5278 b,HD 5278,1,2,14.339156,0.1202,2.45,0.219,7.8,0.02454,Mass,2.9,0.08,132,943,89.27,22.4,0.01874,F V,6203,1.19,1.13,-0.12,0.28,4.5,3,0.9319,57.5846,7.94,6.605,7.80375,Neptune-like
HD 5278 c,HD 5278,1,2,40.87,0.2416,4.49,0.401,18.4,0.05789,Msini,1.12,0.07,,,,,,F V,6203,1.19,1.13,-0.12,0.28,4.5,3,0.9319,57.5846,7.94,6.605,7.80375,Neptune-like
HD 5319 b,HD 5319,1,2,637.1,1.57,13.5,1.21,494.54348,1.556,Msini,1.1,0.092,,,,,,G5,4871,4.06,1.27,0.15,0.15,3.26,3.1,,121.405,8.05,5.699,7.77238,Gas Giant
HD 5319 c,HD 5319,1,2,872.2,1.93,13.8,1.23,334.67499,1.053,Msini,0.7,0.183,,,,,,G5,4871,4.06,1.27,0.15,0.15,3.26,3.1,,121.405,8.05,5.699,7.77238,Gas Giant
HD 55696 b,HD 55696,1,1,1827,3.18,12.9,1.16,1357.1273,4.27,Mass,3.47,0.705,,,57,,,G0 V,6012,1.52,1.29,0.37,0.43,4.15,2.64,0.3247,77.9693,7.95,6.591,7.81135,Gas Giant
HD 5583 b,HD 5583,1,1,139.35,0.53,12.8,1.14,1837.0574,5.78,Msini,4.81,0.076,,,,,,,4830,9.09,1.01,-0.5,1.61,2.53,7.41,,219.216,7.604,5.221,7.30769,Gas Giant
HD 5608 b,HD 5608,2,1,779.9,1.911,13.5,1.2,534.27223,1.681,Msini,1.19,0.056,,,,,,K0 III,4877,5.14,1.53,0.14,1.179,3.19,1.72,,58.1105,6.00272,3.826,5.72695,Gas Giant
HD 564 b,HD 564,1,1,492.3,1.2,12.5,1.12,104.88,0.33,Msini,0.295,0.096,,,,,,G2/G3 V,5902,1.01,0.96,-0.2,0.019,4.53,5.5,1.87015,51.1659,8.32,6.893,8.17077,Gas Giant
HD 56414 b,HD 56414,1,1,29.04992,0.229,3.71,0.331,13.3,0.0418,M-R relationship,1.43,0.68,252.97,1133,89.3,,,,8500,1.75,1.89,0,1.158,4.26,0.42,0.51813,272.217,9.217,8.823,9.20475,Neptune-like
HD 56957 b,HD 56957,1,1,5859.08992,6.426,12.8,1.14,1880.90851,5.918,Mass,4.93,0.273,,,170.006,,,,5743,1.78,1.03,,0.491,3.95,,0.25838,61.4925,7.57,5.986,7.39841,Gas Giant
HD 5891 b,HD 5891,1,1,177.11,0.64,12.6,1.13,2425.0429,7.63,Msini,6.66,0.07,,,,,,G5,4673,10.64,1.93,-0.37,1.595,2.67,1.5,,283.502,8.09,5.621,7.79825,Gas Giant
HD 59686 A b,HD 59686 A,2,1,299.36,1.086,12.7,1.13,2199.3836,6.92,Msini,5.9,0.05,,,,,,K2 III,4658,13.2,1.9,0.15,1.822,2.49,1.73,,89.2721,5.44299,2.922,5.13228,Gas Giant
HD 60292 b,HD 60292,1,1,495.4,1.5,12.7,1.13,2065.895,6.5,Msini,5.54,0.27,,,,,,K0 III,4348,27,1.7,-0.17,2.394,1.9,1.8,,315.211,6.94657,3.926,6.53238,Gas Giant
HD 60532 b,HD 60532,1,2,201.9,0.77,13.8,1.23,336.8998,1.06,Msini,0.704,0.26,,,,,,F6 IV,6245,2.57,1.5,-0.26,1.001,3.8,2.8,0.09257,25.9716,4.44,3.355,4.30793,Gas Giant
HD 60532 c,HD 60532,1,2,600.1,1.6,13.3,1.18,797.7533,2.51,Msini,1.86,0.03,,,,,,F6 IV,6245,2.57,1.5,-0.26,1.001,3.8,2.8,0.09257,25.9716,4.44,3.355,4.30793,Gas Giant
HD 62364 b,HD 62364,1,2,5138,6.15,12.1,1.08,5965.6392,18.77,Mass,18.5,0.607,0.07,,137.3,,,F7 V,6255,1.4,1.16,-0.11,0.433,4.14,3.901,0.56027,53.112,7.32,6.001,7.1814,Gas Giant
HD 62364 c,HD 62364,1,2,74839.94555,36.984,12,1.07,7923.46219,24.93,Mass,25.2,0.773,,,38.789,,,F7 V,6255,1.4,1.19,-0.11,0.433,4.14,3.901,0.56027,53.112,7.32,6.001,7.1814,Gas Giant
HD 62509 b,HD 62509,1,1,589.64,1.64,13.3,1.19,731,2.3,Msini,1.71,0.02,,,,,,K0IIIvar,4892.63,8.9,2,0.103,1.612,2.78,0.98,,10.34,1.12512,-0.936,,Gas Giant
HD 62549 b,HD 62549,1,1,14306.88519,11.842,12.6,1.12,2707.5802,8.519,Mass,7.44,0.15,,,162.313,,,,5930.46,1.23,1.08,,0.228,4.29,,0.81371,49.3305,7.72,6.258,7.56542,Gas Giant
HD 63433 b,HD 63433,1,2,7.10793,0.0719,2.15,0.192,5.27,0.0166,M-R relationship,2.91,0,145.57,886,89.38,16.95,0.02161,G5IV,5640,0.91,0.99,0.017,-0.123,4.53,0.414,1.823,22.4035,6.92035,5.258,6.71831,Neptune-like
HD 63433 c,HD 63433,1,2,20.5453,0.1458,2.67,0.238,7.61,0.0239,M-R relationship,2.2,0,35.36,622,89.147,34.38,0.02687,G5IV,5640,0.91,0.99,0.05,-0.123,4.53,0.414,1.823,22.4035,6.92035,5.258,6.71831,Neptune-like
HD 63454 b,HD 63454,1,1,2.81805,0.04,12.31,1.098,79.4575,0.25,Msini,0.234,0,,,,,,K4 V,4812,0.77,0.42,0.1,-0.592,4.28,1,2.36205,37.6894,9.37,6.998,9.05402,Gas Giant
HD 63765 b,HD 63765,1,1,358,0.94,14.2,1.27,168.4499,0.53,Msini,0.323,0.24,,,,,,G9 V,5449,0.83,0.65,-0.16,-0.256,4.41,4.77,2.26279,32.5376,8.1,6.316,7.90983,Gas Giant
HD 63935 b,HD 63935,1,2,9.058811,,2.99,0.267,10.8,0.03398,Mass,2.2,0,115.6,911,88.49,18.64,0.0285,,5534,0.96,0.93,0.07,-0.098,4.38,6.8,1.55034,48.9739,8.58,6.881,8.39353,Neptune-like
HD 63935 c,HD 63935,1,2,21.4023,,2.9,0.259,11.1,0.03492,Mass,2.5,0,36.7,684,88.241,33.06,0.0277,,5534,0.96,0.93,0.07,-0.098,4.38,6.8,1.55034,48.9739,8.58,6.881,8.39353,Neptune-like
HD 64114 b,HD 64114,1,1,45.791,0.246,4.41,0.393,17.8,0.056,Msini,1.14,0.12,,,,,,G7 V,5676,0.88,0.95,,-0.137,4.52,,1.86653,31.5262,7.71,6.046,7.52581,Neptune-like
HD 64121 b,HD 64121,1,1,623,1.51,13.2,1.18,813.64072,2.56,Msini,1.94,0.11,,,,,,G8/K0 III,5078,5.44,1.64,-0.21,1.248,3.19,,,129.966,7.43,5.244,7.17872,Gas Giant
HD 6434 b,HD 6434,1,1,21.998,0.14,14.2,1.27,155.7367,0.49,Msini,0.299,0.17,,,,,,G2/3 V,5769,1.12,1.1,-0.55,0.05,4.38,11.27,1.03725,42.358,7.72,6.187,7.5609,Gas Giant
HD 65216 b,HD 65216,3,2,577.6,1.301,13.6,1.22,411.58985,1.295,Msini,0.899,0.27,,,,,,G5 V,5612,0.88,0.87,-0.168,-0.15,4.44,4,2.02264,35.1205,7.97,6.329,7.7943,Gas Giant
HD 65216 c,HD 65216,3,2,5370,5.75,13.4,1.19,645.1949,2.03,Msini,1.47,0.17,,,,,,G5 V,5612,0.89,0.87,-0.168,-0.15,4.44,4,2.02264,35.1205,7.97,6.329,7.7943,Gas Giant
HD 66141 b,HD 66141,1,1,480.5,1.2,12.8,1.14,1906.9,6,Msini,5,0.07,,,,,,K2 III,4323,21.4,1.1,-0.323,2.24,1.78,6.84,,68.1509,4.37821,1.447,3.97926,Gas Giant
HD 66428 b,HD 66428,1,2,2269.81726,3.395,12.4,1.11,3478.94974,10.946,Mass,10,0.471,,,16.639,,,G8 IV (+ G),5716,1.13,1.01,0.23,0.096,4.33,3.515,0.91809,53.2817,8.25,6.66,8.08142,Gas Giant
HD 66428 c,HD 66428,1,2,10478.84437,9.408,13.5,1.2,560.64931,1.764,Mass,1.25,0.207,,,93.938,,,G8 IV (+ G),5647.6,1.17,1.01,0.271,0.096,4.32,3.515,0.91809,53.2817,8.25,6.66,8.08142,Gas Giant
HD 67087 b,HD 67087,1,2,352.2,1.08,13.1,1.17,973,3.06,Msini,2.38,0.17,,,,,,F8 V,6330,1.55,1.36,0.25,0.54,4.19,1.45,0.63218,76.5217,8.05,6.866,7.92235,Gas Giant
HD 67087 c,HD 67087,1,2,2374,3.86,12.9,1.15,1540,4.85,Msini,3.94,0.76,,,,,,F8 V,6330,1.55,1.36,0.25,0.54,4.19,1.45,0.63218,76.5217,8.05,6.866,7.92235,Gas Giant
HD 6718 b,HD 6718,1,1,2496,3.55,13.5,1.2,533.9544,1.68,Msini,1.19,0.1,,,,,,G5 V,5801,0.95,1.08,-0.03,0.053,4.51,,1.46629,51.3444,8.45,6.876,8.28147,Gas Giant
HD 68402 b,HD 68402,1,1,1103,2.18,12.6,1.12,2510.84442,7.9,Mass,6.9,0.03,,,20.3,,,G5 IV/V,5950,1.02,1.12,0.29,0.068,4.47,2,1.15978,78.4293,9.11,7.697,8.95443,Gas Giant
HD 68988 b,HD 68988,1,2,6.27711,0.07,13.4,1.2,626.1251,1.97,Msini,1.43,0.12,,,,,,G2 V,5932,1.19,1.28,0.35,0.222,4.4,6,0.77119,60.8447,8.2,6.743,8.04611,Gas Giant
HD 68988 c,HD 68988,1,2,16000,13.2,12.3,1.09,4767.4261,15,Msini,14.1,0.45,,,,,,G2 V,5883.41,1.26,1.17,0.305,0.222,4.31,3.4,0.77119,60.8447,8.2,6.743,8.04611,Gas Giant
HD 69123 b,HD 69123,1,1,1193.3,2.482,13.1,1.17,982.08978,3.09,Mass,2.4,0.19,,,70,,,K1 III,4842,7.72,1.68,0.05,1.47,2.86,,,75.116,5.77,3.586,5.49555,Gas Giant
HD 69830 b,HD 69830,1,3,8.667,0.0785,3.17,0.283,10.2,0.0321,Msini,1.76,0.1,,,,,,K0V,5385,0.89,0.86,-0.05,-0.22,4.49,7,1.83,12.5591,5.96004,4.165,5.75392,Neptune-like
HD 69830 c,HD 69830,1,3,31.56,0.186,3.46,0.309,11.8,0.0371,Msini,1.57,0.13,,,,,,K0V,5385,0.89,0.86,-0.05,-0.22,4.49,7,1.83,12.5591,5.96004,4.165,5.75392,Neptune-like
HD 69830 d,HD 69830,1,3,197,0.63,4.45,0.397,18.1,0.057,Msini,1.13,0.07,,,,,,K0V,5385,0.89,0.86,-0.05,-0.22,4.49,7,1.83,12.5591,5.96004,4.165,5.75392,Neptune-like
HD 70573 b,HD 70573,1,1,851.8,1.76,12.8,1.14,1900,6.1,Msini,4.98,0.4,,,,,,G1-1.5 V,5737,0.98,1,-0.18,-0.001,4.59,0.102,1.65157,59.182,8.667,7.191,8.54261,Gas Giant
HD 70642 b,HD 70642,1,1,2124.54,3.318,13,1.16,1239.53079,3.9,Mass,3.1,0.175,,,29.9,,,G6 V,5732,0.98,1.08,0.22,0.012,4.46,0.919,1.23591,29.276,7.17,5.574,6.99211,Gas Giant
HD 7199 b,HD 7199,1,1,615,1.36,11.1,0.993,85.8141,0.27,Msini,0.345,0.19,,,,,,K1 IV,5371,0.97,0.77,0.32,-0.155,4.35,6.79,1.33716,36.1531,8.06,6.229,7.83743,Gas Giant
HD 72490 b,HD 72490,1,1,858,1.88,13.5,1.2,561.92344,1.768,Msini,1.26,0.124,,,,,,G5,4934,4.96,1.21,-0.13,1.091,3.21,,,126.339,7.82,5.614,7.57415,Gas Giant
HD 72659 b,HD 72659,1,2,3549.39854,4.691,13.2,1.17,949.67128,2.988,Mass,2.27,0.257,,,77.583,,,G2 V,5932,1.46,1.09,0.014,0.374,4.09,6.5,0.50332,51.8949,7.46,5.982,7.3107,Gas Giant
HD 72659 c,HD 72659,1,2,18207.72098,13.959,12.1,1.08,5977.08102,18.806,Mass,18.5,0.091,,,14.279,,,G2 V,5932,1.46,1.09,0.014,0.376,4.09,7.32,0.50332,51.8949,7.46,5.982,7.3107,Gas Giant
HD 72892 b,HD 72892,1,1,39.44603,0.228,12.8,1.14,1737.88573,5.468,Msini,4.55,0.419,,,,,,G5 V,5688,1.22,1.01,0.25,0.146,4.27,8,0.90727,69.7311,8.83,7.216,8.6469,Gas Giant
HD 73267 b,HD 73267,1,2,1257.99159,2.229,13,1.16,1321.53052,4.158,Mass,3.31,0.261,,,130.843,,,K0 V,5387,0.91,0.93,0.03,-0.106,4.45,8.14,1.60129,50.4093,8.9,7.062,8.67835,Gas Giant
HD 73267 c,HD 73267,1,2,17071.78045,12.688,12.8,1.15,1630.77756,5.131,Mass,4.27,0.089,,,91.849,,,K0 V,5317,0.96,0.93,0.03,-0.175,4.28,8.14,1.60129,50.4093,8.9,7.062,8.67835,Gas Giant
HD 73526 b,HD 73526,1,2,188.3,0.65,13.1,1.17,978.9164,3.08,Msini,2.39,0.19,,,,,,G6 V,5601,1.53,1.14,0.22,0.338,4.12,9.2,0.33748,97.2396,8.99,7.302,8.79682,Gas Giant
HD 73526 c,HD 73526,1,2,379.1,1.03,13.3,1.19,715.09,2.25,Msini,1.67,0.28,,,,,,G6 V,5633,1.53,1.01,0.232,0.338,4.2,9.59,0.33748,97.2396,8.99,7.302,8.79682,Gas Giant
HD 73534 b,HD 73534,1,1,1750,2.99,13.7,1.23,353.42696,1.112,Msini,0.755,0.126,,,,,,G5,4917,2.58,1.16,0.232,0.522,3.6,7.04,,83.3321,8.23,5.962,7.95707,Gas Giant
HD 73583 b,HD 73583,1,2,6.398042,0.0604,2.79,0.249,10.2,0.03209,Mass,2.58,0.09,43.3,714,88.37,19.98,0.03932,K4 V,4511,0.65,0.73,0,-0.76,4.62,0.48,3.69,31.5666,9.67,6.948,9.27033,Neptune-like
HD 73583 c,HD 73583,1,2,18.87974,0.1242,2.39,0.213,9.7,0.03052,Mass,3.88,0.08,10.2,498,89.72,41.11,0.03368,K4 V,4511,0.65,0.73,0,-0.76,4.62,0.48,3.69,31.5666,9.67,6.948,9.27033,Super Earth
HD 74156 b,HD 74156,1,2,51.63564,0.28,13.5,1.2,532.36258,1.675,Msini,1.19,0.636,,,,,,G0,6068,1.51,1.1,0.11,0.401,4.14,3.7,0.47904,57.603,7.61,6.209,7.46934,Gas Giant
HD 74156 c,HD 74156,1,2,2448.48726,3.678,12.5,1.12,2753.98315,8.665,Mass,7.75,0.377,,,120.162,,,G0,6068,1.51,1.1,0.131,0.401,4.14,3.7,0.47904,57.603,7.61,6.209,7.46934,Gas Giant
HD 7449 b,HD 7449,2,1,1270.55195,2.438,12.6,1.12,2597.9294,8.174,Mass,7.14,0.752,,,171.631,,,F9.5 V,6024,0.97,1.2,-0.105,0.101,4.52,2.1,1.45002,38.662,7.5,6.084,7.34996,Gas Giant
HD 74698 b,HD 74698,1,2,15.017,0.121,5.12,0.457,23,0.07,Msini,0.942,0.1,123,,,,,G5 V,5783,1.33,1.04,0.07,0.253,4.12,7.847,0.6372,52.0648,7.78,6.23,7.60959,Neptune-like
HD 74698 c,HD 74698,1,2,3449,4.5,14,1.24,126,0.4,Msini,0.252,0.2,0.09,,,,,G5 V,5783,1.33,1.04,0.07,0.253,4.12,7.847,0.6372,52.0648,7.78,6.23,7.60959,Gas Giant
HD 75289 b,HD 75289,2,1,3.50927,0.05,14.2,1.27,155.7367,0.49,Msini,0.299,0.03,,1260,,,,G0,6117,1.23,1.29,0.26,0.312,4.37,5.6,0.71252,29.1158,6.35,5.012,6.21047,Gas Giant
HD 75784 b,HD 75784,1,2,341.2,1.032,13.8,1.23,317.83,1,Msini,0.665,0.097,,,,,,G5,4867,3.4,1.26,0.25,0.756,3.46,4,,85.4321,7.84,5.502,7.5599,Gas Giant
HD 75784 c,HD 75784,1,2,7900,8.4,12.8,1.14,1792.5612,5.64,Msini,4.7,0.489,,,,,,G5,4867,3.4,1.26,0.28,0.77,3.46,5.36,,85.4321,7.84,5.502,7.5599,Gas Giant
HD 75898 b,HD 75898,1,1,422.9,1.191,13.2,1.18,861.3193,2.71,Msini,2.06,0.11,,,,,,G0,5963,1.58,1.26,0.28,0.46,4.21,3.56,0.33922,78.0505,8.03,6.662,7.89597,Gas Giant
HD 76700 b,HD 76700,1,1,3.97097,0.05,9.6,0.856,66.7443,0.21,Msini,0.415,0.09,,,,,,G6 V,5644,1.37,0.99,0.31,0.257,4.16,11,0.5038,60.8831,8.16,6.5,7.97348,Gas Giant
HD 76920 b,HD 76920,1,1,415.4,1.149,13,1.16,1249.0719,3.93,Msini,3.12,0.856,,,,,,K1 III,4698,7.47,1.17,-0.11,1.38,2.94,7.1,,184.031,7.83,5.253,7.5144,Gas Giant
HD 77338 b,HD 77338,1,1,5.7361,0.06,4.12,0.368,15.9,0.05,Mass,1.25,0.09,,,,,,K0 IV,5341,0.97,1.37,0.32,-0.26,4.6,,1.46086,45.935,8.63,6.761,8.40992,Neptune-like
HD 79181 b,HD 79181,1,1,273.1,0.9,14.1,1.26,203.41018,0.64,Msini,0.399,0.259,,,,,,G8 III,4862,11.06,1.28,-0.28,1.79,2.45,,,103.335,5.72,3.54,5.45292,Gas Giant
HD 7924 b,HD 7924,1,3,5.39792,0.06,2.4,0.214,6.3566,0.02,Msini,2.53,0.06,113.7,826,,,,K0.5 V,5131,0.78,0.65,-0.21,-0.406,4.46,0.88,2.47756,16.9922,7.17896,5.159,6.92516,Neptune-like
HD 7924 c,HD 7924,1,3,15.299,0.1134,2.72,0.243,7.86,0.02473,Msini,2.15,0.098,28.35,584,,,,K0.5 V,5075,0.78,0.83,-0.15,-0.414,4.59,0.88,2.47756,16.9922,7.17896,5.159,6.92516,Neptune-like
HD 7924 d,HD 7924,1,3,24.451,0.1551,2.42,0.216,6.44,0.02026,Msini,2.5,0.21,15.17,499,,,,K0.5 V,5075,0.78,0.83,-0.15,-0.414,4.59,0.88,2.47756,16.9922,7.17896,5.159,6.92516,Neptune-like
HD 79498 b,HD 79498,2,1,1807,2.98,13.6,1.22,425.8922,1.34,Msini,0.93,0.575,,,,,,G5,5748,1.05,1.08,0.18,0.03,4.37,2.71,1.00985,48.9489,8.05,6.53,7.8859,Gas Giant
HD 80606 b,HD 80606,2,1,111.4367,0.4565,11.994,1.07,1392.0954,4.38,Mass,5.08,0.93,,405,89.29,98.38,0.103,G5,5561,1.04,1.15,0.35,-0.002,4.42,5.9,1.45,66.4711,9.06,7.316,8.82008,Gas Giant
HD 80653 b,HD 80653,1,2,0.719573,0.01661,1.613,0.144,5.72,0.018,Mass,7.47,0,6130,2463,82.1,2.92,0.0121,G2,5959,1.22,1.18,0.255,0.24,4.34,2.67,0.9,109.86,9.452,8.018,9.30733,Super Earth
HD 80869 b,HD 80869,1,1,1752.92067,2.905,12.8,1.15,1609.80088,5.065,Mass,4.22,0.924,0.14,203,98.559,583,,G5,5837,1.06,1.06,0.17,0.4,4.18,,0.41893,85.3951,8.48,6.914,8.33173,Gas Giant
HD 80883 b,HD 80883,1,1,6383.78352,6.462,12.8,1.14,1748.05624,5.5,Mass,4.58,0.203,,,141.312,,,,5177.91,0.81,0.88,-0.264,-0.367,4.56,,2.29312,34.6011,8.6,6.469,8.3618,Gas Giant
HD 80913 b,HD 80913,1,1,10839.83341,9.95,12,1.07,7505.2,23.614,Mass,23.9,0.313,,,22.331,,,,6013.24,1.65,1.11,-0.68,0.508,4.05,,0.34572,61.3603,7.49,6.072,7.33567,Gas Giant
HD 81040 b,HD 81040,1,1,1005.98854,1.988,12.7,1.13,2151.06266,6.768,Mass,5.77,0.557,,,88.773,,,G2/G3,5755,0.91,1.03,-0.04,-0.077,4.54,0.73,1.88323,34.4341,7.72,6.159,7.55543,Gas Giant
HD 81688 b,HD 81688,1,1,184.02,0.81,13.2,1.18,858.1,2.7,Msini,2.05,0,,,,,,G5,4753,13,2.1,-0.359,1.857,2.22,1.48,,85.7183,5.39755,3.056,5.12598,Gas Giant
HD 81817 b,HD 81817,1,2,1021.20159,3.233,12,1.07,7668.5638,24.128,Mass,24.4,0.097,,,95.594,,,K3 III,4140,83.8,4.3,-0.17,3.261,1.3,0.15,,269.126,4.26489,0.779,3.80122,Gas Giant
HD 81817 c,HD 81817,1,2,622.97802,2.325,12,1.07,7185.78245,22.609,Msini,22.9,0.095,,,,,,K3 III,4043.33,109.46,4.3,-0.17,3.46,1.3,0.15,,269.126,4.26489,0.779,3.80122,Gas Giant
HD 82886 b,HD 82886,1,1,705,1.58,13.3,1.19,740.5439,2.33,Msini,1.73,0.07,,,,,,G0,4953,5.26,2.53,-0.31,1.143,3.4,7,,127.061,7.62,5.452,7.38096,Gas Giant
HD 82943 b,HD 82943,1,2,441.47,1.18306,13.5,1.2,534.25,1.681,Mass,1.19,0.162,,,90,,,G2/3V,5935,1.18,1.08,0.26,0.194,4.33,2.35,0.92061,27.5902,6.54993,5.105,6.38964,Gas Giant
